county,megalitres_from_great_lakes,megalitres_from_groundwater,megalitres_from_inland_surface,total_megalitres_all_sources,industry,year,megalitres_from_great_lakes_pc,megalitres_from_groundwater_pc,megalitres_from_inland_surface_pc,main_source,fips
Hillsdale,0,10108,692,10801,Total All Sectors,2021,0.0,0.94,0.06,Groundwater,26059
Houghton,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,37,37,Irrigation,2021,0.0,0.0,1.0,Inland Surface,26061
Houghton,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,3381,0,3381,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26061
Houghton,0,3381,37,3419,Total All Sectors,2021,0.0,0.99,0.01,Groundwater,26061
Huron,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26063
Huron,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26063
Huron,0,47,0,47,Industrial-Manufacturing,2021,0.0,1.0,0.0,Groundwater,26063
Huron,9,671,765,1446,Irrigation,2021,0.01,0.46,0.53,Inland Surface,26063
Huron,0,924,924,1849,Livestock,2021,0.0,0.5,0.5,Groundwater,26063
Huron,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26063
Huron,2670,678,0,3349,Public Water Supply,2021,0.8,0.2,0.0,Great Lakes,26063
Huron,2680,2322,1690,6693,Total All Sectors,2021,0.4,0.35,0.25,Great Lakes,26063
Ingham,0,127,6,134,Commercial-Institutional,2021,0.0,0.95,0.04,Groundwater,26065
Ingham,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26065
Ingham,0,141,0,141,Industrial-Manufacturing,2021,0.0,1.0,0.0,Groundwater,26065
Ingham,0,582,265,848,Irrigation,2021,0.0,0.69,0.31,Groundwater,26065
Ingham,0,34,34,68,Livestock,2021,0.0,0.5,0.5,Groundwater,26065
Ingham,0,520,0,520,Other,2021,0.0,1.0,0.0,Groundwater,26065
Ingham,0,35074,0,35074,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26065
Ingham,0,36481,306,36788,Total All Sectors,2021,0.0,0.99,0.01,Groundwater,26065
Ionia,0,129,0,129,Commercial-Institutional,2021,0.0,1.0,0.0,Groundwater,26067
Ionia,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,82,0,82,Industrial-Manufacturing,2021,0.0,1.0,0.0,Groundwater,26067
Ionia,0,1257,1922,3179,Irrigation,2021,0.0,0.4,0.6,Inland Surface,26067
Ionia,0,606,606,1213,Livestock,2021,0.0,0.5,0.5,Groundwater,26067
Ionia,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,5645,0,5645,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26067
Ionia,0,7721,2529,10250,Total All Sectors,2021,0.0,0.75,0.25,Groundwater,26067
Iosco,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,1,81,83,Industrial-Manufacturing,2021,0.0,0.01,0.98,Inland Surface,26069
Iosco,0,466,0,466,Irrigation,2021,0.0,1.0,0.0,Groundwater,26069
Iosco,0,1,1,3,Livestock,2021,0.0,0.33,0.33,Groundwater,26069
Iosco,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26069
Iosco,1741,13,0,1755,Public Water Supply,2021,0.99,0.01,0.0,Great Lakes,26069
Iosco,1741,483,83,2308,Total All Sectors,2021,0.75,0.21,0.04,Great Lakes,26069
Iron,0,0,451,451,Commercial-Institutional,2021,0.0,0.0,1.0,Inland Surface,26071
Iron,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26071
Iron,0,96,72,169,Irrigation,2021,0.0,0.57,0.43,Groundwater,26071
Iron,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26071
Iron,0,2035,0,2035,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26071
Iron,0,2132,523,2655,Total All Sectors,2021,0.0,0.8,0.2,Groundwater,26071
Isabella,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,82,0,82,Electric Power Generation,2021,0.0,1.0,0.0,Groundwater,26073
Isabella,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,5968,888,6856,Irrigation,2021,0.0,0.87,0.13,Groundwater,26073
Isabella,0,60,60,121,Livestock,2021,0.0,0.5,0.5,Groundwater,26073
Isabella,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,4190,0,4190,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26073
Isabella,0,10303,949,11252,Total All Sectors,2021,0.0,0.92,0.08,Groundwater,26073
Jackson,0,73,0,73,Commercial-Institutional,2021,0.0,1.0,0.0,Groundwater,26075
Jackson,0,1120,0,1120,Electric Power Generation,2021,0.0,1.0,0.0,Groundwater,26075
Jackson,0,461,932,1394,Industrial-Manufacturing,2021,0.0,0.33,0.67,Inland Surface,26075
Jackson,0,6397,272,6670,Irrigation,2021,0.0,0.96,0.04,Groundwater,26075
Jackson,0,5798,5798,11597,Livestock,2021,0.0,0.5,0.5,Groundwater,26075
Jackson,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,13610,0,13610,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26075
Jackson,0,27461,7003,34465,Total All Sectors,2021,0.0,0.8,0.2,Groundwater,26075
Kalamazoo,0,513,0,513,Commercial-Institutional,2021,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26077
Kalamazoo,0,21259,4793,26053,Industrial-Manufacturing,2021,0.0,0.82,0.18,Groundwater,26077
Kalamazoo,0,19030,5201,24231,Irrigation,2021,0.0,0.79,0.21,Groundwater,26077
Kalamazoo,0,177,177,354,Livestock,2021,0.0,0.5,0.5,Groundwater,26077
Kalamazoo,0,125,1079,1204,Other,2021,0.0,0.1,0.9,Inland Surface,26077
Kalamazoo,0,33570,0,33570,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,74675,11251,85927,Total All Sectors,2021,0.0,0.87,0.13,Groundwater,26077
Kalkaska,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,2187,941,3128,Irrigation,2021,0.0,0.7,0.3,Groundwater,26079
Kalkaska,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,446,0,446,Other,2021,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,553,0,553,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,3187,941,4128,Total All Sectors,2021,0.0,0.77,0.23,Groundwater,26079
Kent,0,236,84,321,Commercial-Institutional,2021,0.0,0.74,0.26,Groundwater,26081
Kent,0,0,430,430,Electric Power Generation,2021,0.0,0.0,1.0,Inland Surface,26081
Kent,0,1140,0,1140,Industrial-Manufacturing,2021,0.0,1.0,0.0,Groundwater,26081
Kent,0,5423,2661,8085,Irrigation,2021,0.0,0.67,0.33,Groundwater,26081
Kent,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26081
Kent,0,733,0,733,Other,2021,0.0,1.0,0.0,Groundwater,26081
Kent,102849,11714,0,114563,Public Water Supply,2021,0.9,0.1,0.0,Great Lakes,26081
Kent,102849,19248,3177,125275,Total All Sectors,2021,0.82,0.15,0.03,Great Lakes,26081
Keweenaw,0,246,0,246,Commercial-Institutional,2021,0.0,1.0,0.0,Groundwater,26083
Keweenaw,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,3,7,0,10,Irrigation,2021,0.3,0.7,0.0,Groundwater,26083
Keweenaw,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,56,0,56,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26083
Keweenaw,3,310,0,313,Total All Sectors,2021,0.01,0.99,0.0,Groundwater,26083
Lake,0,0,0,0,Commercial-Institutional,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Irrigation,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Livestock,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Other,2021,0.0,0.0,0.0,Great Lakes,26085
Lake,0,506,0,506,Public Water Supply,2021,0.0,1.0,0.0,Groundwater,26085
Lake,0,506,0,506,Total All Sectors,2021,0.0,1.0,0.0,Groundwater,26085
Lapeer,0,1,0,1,Commercial-Institutional,2021,0.0,1.0,0.0,Groundwater,26087
Lapeer,0,0,0,0,Electric Power Generation,2021,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Industrial-Manufacturing,2021,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,209,376,585,Irrigation,2021,0.0,0.36,0.64,Inland Surface,26087
Lapeer,0,6,6,12,Livestock,2021,0.0,0.5,0.5,Groundwater,26087
